board_id,sprint_duration_days,number_of_issues,completed_issues_prev_sprint,velocity_prev_sprint,team_size,avg_story_points_per_member,velocity,sprint_duration_days,finished_on_time
32,10,9,5,33,4,10.0,39,10,1
32,10,9,9,39,4,8.287518639862935,34,10,1
32,10,10,9,34,4,10.0,40,10,1
32,10,13,10,40,4,9.997269864032974,40,10,1
32,10,14,13,40,4,8.349688825721014,31,10,1
33,10,5,11,16,7,6.263721280473633,45,10,0
33,10,11,4,45,7,8.418483050175888,56,10,1
33,10,22,11,56,7,9.14895904788753,54,10,1
33,10,14,22,54,7,7.663863557431609,52,10,1
33,10,17,14,52,7,9.209562001798181,60,10,1
33,10,15,17,60,7,8.409051323726775,60,10,1
33,10,21,15,60,7,8.266190079393976,60,10,1
34,14,6,11,16,7,4.716917363898509,35,14,0
34,14,8,5,35,7,6.114558295391895,45,14,1
34,14,11,8,45,7,7.617081562064396,51,14,0
34,14,14,9,51,7,7.0795876622619165,55,14,1
34,14,19,14,55,7,8.854368243882387,60,14,1
34,14,15,19,60,7,8.9563476391179,60,14,1
34,14,14,15,60,7,8.030408986602843,60,14,1
35,14,5,11,16,7,6.697656907378131,48,14,1
35,14,12,5,48,7,9.19360024902674,60,14,1
35,14,17,12,60,7,8.067214036342023,56,14,1
35,14,16,17,56,7,8.243341084683928,60,14,1
35,14,15,16,60,7,8.386364254816467,60,14,1
35,14,20,15,60,7,8.829258309419304,60,14,1
35,14,15,20,60,7,8.96538693700777,60,14,1
36,10,6,11,16,6,7.200643620541516,38,10,0
36,10,13,5,38,6,9.471166713058386,54,10,1
36,10,16,13,54,6,8.914874383828273,56,10,1
36,10,17,16,56,6,9.494209744182543,57,10,0
36,10,16,14,57,6,8.397994643145486,53,10,1
36,10,15,16,53,6,8.625394071549263,56,10,1
36,10,17,15,56,6,8.562362589050881,50,10,0
37,14,5,11,16,4,8.622337907994673,33,14,1
37,14,11,5,33,4,7.851408616127829,31,14,0
37,14,7,9,31,4,10.0,37,14,1
37,14,8,7,37,4,9.207802523844887,37,14,1
37,14,12,8,37,4,9.29450241062507,41,14,1
37,14,11,12,41,4,9.901269536734551,36,14,1
37,14,10,11,36,4,6.324813611171916,28,14,1
38,14,5,11,16,6,6.702627756850467,39,14,1
38,14,12,5,39,6,7.940945456704507,48,14,1
38,14,12,12,48,6,8.706938312031571,53,14,1
38,14,12,12,53,6,9.297087699750852,60,14,1
38,14,15,12,60,6,9.08358295146214,60,14,1
38,14,23,15,60,6,10.0,60,14,1
38,14,16,23,60,6,9.314941129391867,60,14,1
39,14,5,11,16,5,6.717733382423407,39,14,1
39,14,11,5,39,5,8.352883527844778,46,14,1
39,14,11,11,46,5,9.373776534685511,47,14,1
39,14,15,11,47,5,7.1211459505704005,35,14,1
39,14,12,15,35,5,9.35508911652557,51,14,1
39,14,19,12,51,5,10.0,54,14,1
39,14,14,19,54,5,9.901534413755282,50,14,1
40,14,5,11,16,7,6.939489497380135,48,14,1
40,14,12,5,48,7,8.117315744706422,60,14,1
40,14,14,12,60,7,8.135894129455288,60,14,1
40,14,14,14,60,7,7.94377925873077,60,14,1
40,14,18,14,60,7,7.768856394471609,60,14,1
40,14,16,18,60,7,8.30195127837361,60,14,1
40,14,15,16,60,7,7.76539362736683,60,14,1
41,14,6,11,16,4,7.317304400725545,26,14,1
41,14,9,6,26,4,9.633866182755549,38,14,1
41,14,9,9,38,4,10.0,52,14,1
41,14,16,9,52,4,10.0,48,14,1
41,14,16,16,48,4,9.92613675897085,42,14,1
41,14,10,16,42,4,10.0,46,14,1
41,14,12,10,46,4,9.24304801711635,39,14,1
42,14,5,11,16,5,7.432846154991312,38,14,1
42,14,14,5,38,5,7.170496228258469,40,14,1
42,14,10,14,40,5,7.61449592612857,43,14,1
42,14,10,10,43,5,10.0,53,14,1
42,14,18,10,53,5,9.727550238308789,53,14,1
42,14,14,18,53,5,10.0,56,14,1
42,14,13,14,56,5,10.0,53,14,1
43,14,5,11,16,4,7.4703262232027114,28,14,1
43,14,7,5,28,4,7.991363944776158,32,14,1
43,14,7,7,32,4,6.840864012690571,25,14,1
43,14,9,7,25,4,10.0,41,14,1
43,14,16,9,41,4,8.036398677103847,33,14,1
43,14,9,16,33,4,6.817416924715009,27,14,1
43,14,10,9,27,4,9.660060127758573,38,14,1
44,10,5,11,16,4,8.249385560578013,31,10,1
44,10,9,5,31,4,6.43108815724886,32,10,1
44,10,10,9,32,4,9.051070610810815,35,10,1
44,10,9,10,35,4,9.004697125259824,36,10,1
44,10,12,9,36,4,10.0,40,10,1
44,10,10,12,40,4,10.0,44,10,1
44,10,12,10,44,4,10.0,43,10,1
45,14,5,11,16,4,7.238114073299788,29,14,1
45,14,7,5,29,4,8.673382720953281,37,14,1
45,14,10,7,37,4,10.0,38,14,1
45,14,9,10,38,4,10.0,44,14,1
45,14,15,9,44,4,8.428430410895844,38,14,1
45,14,14,15,38,4,7.86878587853486,31,14,1
45,14,9,14,31,4,7.311606762981611,28,14,1
46,10,5,11,16,4,7.13306671773448,28,10,1
46,10,7,5,28,4,8.218601115644871,35,10,1
46,10,13,7,35,4,9.483116413943012,34,10,1
46,10,9,13,34,4,9.66546094931201,34,10,1
46,10,12,9,34,4,9.572801884066003,42,10,1
46,10,9,12,42,4,10.0,46,10,1
46,10,11,9,46,4,10.0,41,10,1
47,14,6,11,16,5,5.56810495377542,29,14,1
47,14,10,6,29,5,7.196475483300717,38,14,1
47,14,12,10,38,5,9.361011065540097,46,14,1
47,14,11,12,46,5,10.0,55,14,1
47,14,16,11,55,5,9.852531571316115,54,14,1
47,14,16,16,54,5,10.0,54,14,1
47,14,17,16,54,5,10.0,51,14,1
48,14,5,11,16,6,6.574650477238581,37,14,1
48,14,8,5,37,6,7.163906061089554,44,14,1
48,14,12,8,44,6,9.646966409039068,55,14,1
48,14,16,12,55,6,9.169819340493868,56,14,1
48,14,13,16,56,6,10.0,60,14,1
48,14,14,13,60,6,9.56780081136396,60,14,1
48,14,15,14,60,6,10.0,60,14,1
49,14,5,11,16,5,8.08144809865588,46,14,1
49,14,18,5,46,5,9.221869181645786,46,14,1
49,14,14,18,46,5,10.0,49,14,1
49,14,16,14,49,5,9.641498568864453,51,14,1
49,14,13,16,51,5,8.166970011488342,46,14,1
49,14,12,13,46,5,9.021311083300967,45,14,1
49,14,10,12,45,5,9.966024418401783,47,14,1
50,10,5,11,16,5,5.733835569110382,27,10,0
50,10,7,4,27,5,7.995364886247294,34,10,0
50,10,12,6,34,5,8.285128274663345,40,10,1
50,10,11,12,40,5,9.12930074903038,43,10,1
50,10,14,11,43,5,10.0,55,10,1
50,10,14,14,55,5,10.0,53,10,1
50,10,19,14,53,5,9.955933404990825,52,10,1
51,10,6,11,16,4,5.923111337929625,24,10,1
51,10,6,6,24,4,8.756670568339667,34,10,1
51,10,9,6,34,4,8.619778405299014,37,10,1
51,10,12,9,37,4,9.090534264907454,37,10,1
51,10,11,12,37,4,10.0,42,10,1
51,10,17,11,42,4,9.649004044810852,42,10,1
51,10,9,17,42,4,10.0,45,10,1
52,14,5,11,16,4,5.327398756957857,23,14,1
52,14,6,5,23,4,8.528025179931118,35,14,1
52,14,8,6,35,4,8.932366762706021,34,14,1
52,14,14,8,34,4,8.704418831884624,37,14,1
52,14,10,14,37,4,9.114414831657804,39,14,1
52,14,12,10,39,4,10.0,41,14,1
52,14,16,12,41,4,10.0,43,14,1
53,10,5,11,16,7,6.706722062542488,50,10,1
53,10,19,5,50,7,8.506587706845862,57,10,1
53,10,17,19,57,7,8.80953668796216,60,10,1
53,10,13,17,60,7,7.496063560184876,60,10,1
53,10,20,13,60,7,8.866483232292808,60,10,1
53,10,14,20,60,7,8.575858692020127,60,10,1
53,10,13,14,60,7,8.777466718215756,60,10,1
54,14,5,11,16,5,6.281598614166795,27,14,1
54,14,7,5,27,5,8.57089508071177,42,14,1
54,14,9,7,42,5,8.127782226865332,46,14,1
54,14,18,9,46,5,8.911283030352621,44,14,0
54,14,16,14,44,5,10.0,55,14,1
54,14,13,16,55,5,10.0,60,14,1
54,14,16,13,60,5,10.0,54,14,1
55,10,5,11,16,7,6.189603030424453,47,10,1
55,10,13,5,47,7,7.043406916135564,50,10,1
55,10,17,13,50,7,8.724154276951001,56,10,1
55,10,19,17,56,7,8.301190174873879,60,10,1
55,10,14,19,60,7,8.513686563449642,60,10,1
55,10,15,14,60,7,7.315301742812347,53,10,1
55,10,12,15,53,7,7.928996733305368,60,10,1
56,10,5,11,16,6,5.365087472834815,30,10,1
56,10,7,5,30,6,7.0465919001395125,44,10,1
56,10,12,7,44,6,7.985106712727664,49,10,1
56,10,17,12,49,6,9.362065949461542,60,10,1
56,10,14,17,60,6,9.019904520892737,59,10,1
56,10,16,14,59,6,9.869235219770696,58,10,1
56,10,19,16,58,6,8.07995173420118,51,10,1
57,10,5,11,16,5,7.075006511535025,36,10,1
57,10,9,5,36,5,9.890370646197217,47,10,1
57,10,12,9,47,5,9.431675283204775,44,10,1
57,10,13,12,44,5,9.926704098090537,47,10,1
57,10,15,13,47,5,8.103312912124629,46,10,1
57,10,11,15,46,5,9.899756167977346,50,10,1
57,10,16,11,50,5,10.0,52,10,1
58,14,5,11,16,6,6.478838362913935,36,14,1
58,14,13,5,36,6,8.702961630542157,50,14,1
58,14,13,13,50,6,9.4710542668064,56,14,1
58,14,13,13,56,6,9.394816958661654,54,14,1
58,14,15,13,54,6,8.730608099505169,55,14,1
58,14,15,15,55,6,8.611574165192184,54,14,1
58,14,13,15,54,6,9.801356307658304,60,14,1
59,14,5,11,16,6,6.908698276334848,35,14,0
59,14,8,4,35,6,6.788938360809487,42,14,1
59,14,13,8,42,6,9.19257753207659,52,14,1
59,14,13,13,52,6,7.8755028300882275,45,14,1
59,14,12,13,45,6,8.462814995115894,53,14,1
59,14,20,12,53,6,9.435211362211474,57,14,1
59,14,19,20,57,6,9.600586482865685,60,14,1
60,10,5,11,16,7,6.531826073828506,49,10,1
60,10,12,5,49,7,8.509824636363424,60,10,1
60,10,18,12,60,7,8.508718559248479,60,10,1
60,10,18,18,60,7,9.174741065164032,59,10,1
60,10,18,18,59,7,9.092948854712947,60,10,1
60,10,24,18,60,7,8.634600405089706,60,10,1
60,10,16,24,60,7,8.831358679818562,60,10,1
61,10,5,11,16,7,7.467402443849064,50,10,1
61,10,15,5,50,7,7.323070689445129,50,10,1
61,10,16,15,50,7,8.223424861116992,57,10,1
61,10,17,16,57,7,8.283905614159682,60,10,1
61,10,23,17,60,7,7.933240265534561,57,10,1
61,10,15,23,57,7,8.744259337284774,60,10,1
61,10,18,15,60,7,8.730328268653587,60,10,1
62,10,5,11,16,7,7.38788202913057,47,10,1
62,10,12,5,47,7,8.934111259692381,60,10,1
62,10,14,12,60,7,8.665044001359979,60,10,1
62,10,15,14,60,7,8.317709038316796,60,10,1
62,10,15,15,60,7,9.710219570592253,60,10,1
62,10,18,15,60,7,7.984533374973696,58,10,1
62,10,20,18,58,7,8.763890019737428,60,10,1
63,14,5,11,16,5,6.126714925937437,30,14,1
63,14,7,5,30,5,6.963014516143985,35,14,1
63,14,10,7,35,5,7.398390821783526,38,14,1
63,14,10,10,38,5,7.7167894142156515,38,14,1
63,14,9,10,38,5,6.969567401259546,39,14,1
63,14,13,9,39,5,7.781348664768194,39,14,1
63,14,14,13,39,5,9.030427712127812,43,14,1
64,10,5,11,16,4,6.004846993934251,23,10,1
64,10,6,5,23,4,7.124093148712021,30,10,1
64,10,9,6,30,4,9.41554965909283,38,10,1
64,10,12,9,38,4,10.0,49,10,1
64,10,18,12,49,4,10.0,45,10,1
64,10,17,18,45,4,9.392765877412904,38,10,1
64,10,10,17,38,4,9.165550140406973,35,10,1
65,10,5,11,16,6,7.25208601349574,38,10,1
65,10,9,5,38,6,7.447162774886039,42,10,0
65,10,13,7,42,6,9.564615365812429,59,10,1
65,10,22,13,59,6,10.0,60,10,1
65,10,16,22,60,6,9.248510936110982,60,10,1
65,10,16,16,60,6,9.363553385455873,58,10,1
65,10,16,16,58,6,10.0,60,10,1
66,14,6,11,16,7,6.715916538569024,45,14,1
66,14,16,6,45,7,8.093609499036022,54,14,1
66,14,17,16,54,7,9.072576695237272,60,14,1
66,14,23,17,60,7,8.270799755755148,60,14,1
66,14,15,23,60,7,9.373469378787737,60,14,1
66,14,16,15,60,7,8.813808773700453,60,14,1
66,14,15,16,60,7,8.396689218856315,60,14,1
67,14,5,11,16,4,7.5407074243077385,28,14,1
67,14,7,5,28,4,6.476981482978381,28,14,1
67,14,11,7,28,4,10.0,41,14,1
67,14,11,11,41,4,9.330262090876593,40,14,1
67,14,13,11,40,4,9.59300388012784,39,14,1
67,14,10,13,39,4,8.828297380227937,36,14,1
67,14,12,10,36,4,8.372038005973668,33,14,1
68,10,5,11,16,7,6.067036868871425,38,10,0
68,10,9,4,38,7,8.23856113656828,50,10,1
68,10,18,9,50,7,8.334332843405663,60,10,1
68,10,20,18,60,7,9.080031989919803,60,10,0
68,10,16,16,60,7,9.055040048784797,60,10,1
68,10,16,16,60,7,8.632682972069636,57,10,0
68,10,22,13,57,7,8.196826307124566,60,10,1
69,10,5,11,16,6,5.066541675957648,32,10,1
69,10,9,5,32,6,7.816014600776949,47,10,1
69,10,11,9,47,6,8.882599602406144,53,10,1
69,10,13,11,53,6,8.565833860111207,47,10,1
69,10,11,13,47,6,10.0,60,10,1
69,10,14,11,60,6,9.862331662951128,60,10,1
69,10,14,14,60,6,10.0,59,10,1
70,10,5,11,16,4,5.841711806354342,22,10,1
70,10,7,5,22,4,7.296161157694787,30,10,1
70,10,8,7,30,4,9.049988657832136,37,10,1
70,10,9,8,37,4,9.805834987309204,42,10,1
70,10,11,9,42,4,9.255866687493375,38,10,1
70,10,12,11,38,4,9.167751645962282,38,10,1
70,10,9,12,38,4,10.0,42,10,0
71,10,5,11,16,6,7.399457770880238,43,10,1
71,10,11,5,43,6,7.761513422788608,48,10,1
71,10,18,11,48,6,9.944400847997594,56,10,1
71,10,17,18,56,6,9.687903519411767,60,10,1
71,10,16,17,60,6,9.950792377625401,58,10,1
71,10,18,16,58,6,9.564681228076582,59,10,1
71,10,23,18,59,6,9.890779797731387,60,10,1
72,10,5,11,16,6,7.361733597993011,41,10,1
72,10,9,5,41,6,6.885626662197963,40,10,1
72,10,14,9,40,6,8.211137976991777,51,10,1
72,10,13,14,51,6,9.9117487919211,60,10,1
72,10,20,13,60,6,10.0,60,10,1
72,10,18,20,60,6,10.0,60,10,1
72,10,22,18,60,6,9.171584736635534,58,10,1
73,14,5,11,16,5,7.619461783463676,34,14,0
73,14,9,4,34,5,6.907616975925086,33,14,1
73,14,10,9,33,5,10.0,50,14,1
73,14,13,10,50,5,10.0,55,14,1
73,14,13,13,55,5,7.949420553450791,42,14,0
73,14,13,10,42,5,8.828731600445789,46,14,1
73,14,14,13,46,5,7.9466927926902775,40,14,1
74,14,5,11,16,5,6.308855140648242,34,14,1
74,14,10,5,34,5,9.23566466988614,41,14,1
74,14,15,10,41,5,10.0,52,14,1
74,14,14,15,52,5,9.850625270005294,45,14,1
74,14,13,14,45,5,10.0,54,14,1
74,14,13,13,54,5,9.556127716930744,45,14,1
74,14,12,13,45,5,8.442164576452072,44,14,1
75,10,5,11,16,5,8.173295689581975,39,10,1
75,10,12,5,39,5,9.118372940787042,45,10,1
75,10,15,12,45,5,7.585849785179418,44,10,1
75,10,16,15,44,5,10.0,51,10,1
75,10,15,16,51,5,10.0,52,10,1
75,10,20,15,52,5,10.0,59,10,1
75,10,22,20,59,5,10.0,56,10,1
76,14,5,11,16,4,7.409831058488747,30,14,1
76,14,12,5,30,4,8.26791425835895,37,14,1
76,14,9,12,37,4,10.0,41,14,1
76,14,9,9,41,4,10.0,42,14,1
76,14,10,9,42,4,10.0,51,14,1
76,14,19,10,51,4,10.0,47,14,1
76,14,14,19,47,4,10.0,45,14,1
77,14,5,11,16,4,7.396321752350703,30,14,1
77,14,9,5,30,4,8.194143572959415,31,14,1
77,14,8,9,31,4,10.0,43,14,1
77,14,12,8,43,4,8.712385035091296,37,14,1
77,14,11,12,37,4,9.192963500193407,33,14,1
77,14,11,11,33,4,8.972704095303714,36,14,1
77,14,8,11,36,4,10.0,38,14,1
78,14,5,11,16,5,5.153929883905649,25,14,1
78,14,7,5,25,5,6.173746643388017,31,14,0
